rank,truth_label,truth_kind,match_type,candidate_stage,candidate_category,review_bucket,visibility,confidence,a_document,a_page,b_document,b_page,a_text_source,b_text_source,a_best_word_count,b_best_word_count,a_ocr_route,b_ocr_route,a_tesseract_attempted,b_tesseract_attempted,a_tesseract_usable,b_tesseract_usable,a_openai_ocr_selected,b_openai_ocr_selected,a_low_information,b_low_information,signals,deterministic_passes,diag_group,diag_emb_score,diag_has_supporting_evidence,diag_has_det_pass_matched,diag_has_non_embedding_signal,diag_has_key_token_signal,diag_key_token_score,diag_has_rare_token_signal,diag_rare_token_score,diag_has_perceptual_support,diag_perceptual_score,diag_has_sequence_signal,diag_sequence_score,diag_same_document,diag_a_best_word_count,diag_b_best_word_count,diag_min_word_count,diag_combined_word_count,diag_matched_passes,diag_non_embedding_signal_names
1103,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_003.pdf,5,received_records/received_batch_016.pdf,6,native,ocr,34,38,tesseract_weak,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.9557,,unlabeled,0.9557,False,False,False,False,,False,,False,,False,,False,34,38,34,72,,
1104,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_003.pdf,5,received_records/received_batch_010.pdf,6,native,native,34,38,tesseract_weak,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9518,,unlabeled,0.9518,False,False,False,False,,False,,False,,False,,False,34,38,34,72,,
1105,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_003.pdf,5,received_records/received_batch_029.pdf,6,native,ocr,34,36,tesseract_weak,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.9474,,unlabeled,0.9474,False,False,False,False,,False,,False,,False,,False,34,36,34,70,,
1106,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_003.pdf,5,ere_records/ere_record_018.pdf,7,native,ocr,34,36,tesseract_weak,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.9464,,unlabeled,0.9464,False,False,False,False,,False,,False,,False,,False,34,36,34,70,,
1107,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_003.pdf,5,ere_records/ere_record_018.pdf,6,native,ocr,34,35,tesseract_weak,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.9446,,unlabeled,0.9446,False,False,False,False,,False,,False,,False,,False,34,35,34,69,,
1108,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_003.pdf,5,received_records/received_batch_014.pdf,4,native,ocr,34,36,tesseract_weak,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.9440,,unlabeled,0.944,False,False,False,False,,False,,False,,False,,False,34,36,34,70,,
1109,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_003.pdf,5,ere_records/ere_record_009.pdf,6,native,ocr,34,34,tesseract_weak,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.9436,,unlabeled,0.9436,False,False,False,False,,False,,False,,False,,False,34,34,34,68,,
1110,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_003.pdf,5,ere_records/ere_record_026.pdf,6,native,ocr,34,36,tesseract_weak,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.9423,,unlabeled,0.9423,False,False,False,False,,False,,False,,False,,False,34,36,34,70,,
1111,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_003.pdf,5,received_records/received_batch_002.pdf,4,native,ocr,34,34,tesseract_weak,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.9401,,unlabeled,0.9401,False,False,False,False,,False,,False,,False,,False,34,34,34,68,,
1112,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_003.pdf,6,ere_records/ere_record_028.pdf,8,native,native,32,38,tesseract_weak,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9538,,unlabeled,0.9538,False,False,False,False,,False,,False,,False,,False,32,38,32,70,,
1113,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_003.pdf,6,received_records/received_batch_010.pdf,6,native,native,32,38,tesseract_weak,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9537,,unlabeled,0.9537,False,False,False,False,,False,,False,,False,,False,32,38,32,70,,
1114,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_003.pdf,6,ere_records/ere_record_018.pdf,7,native,ocr,32,36,tesseract_weak,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.9492,,unlabeled,0.9492,False,False,False,False,,False,,False,,False,,False,32,36,32,68,,
1115,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_004.pdf,1,received_records/received_batch_013.pdf,1,native,native,40,40,native_only,native_only,False,False,False,False,False,False,False,False,embedding_similarity=0.9494,,unlabeled,0.9494,False,False,False,False,,False,,False,,False,,False,40,40,40,80,,
1116,duplicate,likely_duplicate|embedding|semantic_required,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_005.pdf,4,received_records/received_batch_001.pdf,3,ocr,native,34,34,tesseract_usable,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9567,,tp,0.9567,False,False,False,False,,False,,False,,False,,False,34,34,34,68,,
1117,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_007.pdf,4,received_records/received_batch_005.pdf,4,ocr,native,33,35,tesseract_usable,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9591,,unlabeled,0.9591,False,False,False,False,,False,,False,,False,,False,33,35,33,68,,
1118,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_007.pdf,4,ere_records/ere_record_010.pdf,4,ocr,native,33,34,tesseract_usable,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9408,,unlabeled,0.9408,False,False,False,False,,False,,False,,False,,False,33,34,33,67,,
1119,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_007.pdf,4,ere_records/ere_record_007.pdf,7,ocr,native,33,32,tesseract_usable,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9408,,unlabeled,0.9408,False,False,False,False,,False,,False,,False,,True,33,32,32,65,,
1120,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_007.pdf,4,ere_records/ere_record_010.pdf,5,ocr,native,33,32,tesseract_usable,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9405,,unlabeled,0.9405,False,False,False,False,,False,,False,,False,,False,33,32,32,65,,
1121,partial_overlap,partial_overlap|llm_adjudication|partial_overlap,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_008.pdf,4,received_records/received_batch_028.pdf,3,ocr,ocr,49,60,openai_ocr_fallback,openai_ocr_fallback,True,True,False,False,True,True,False,False,embedding_similarity=0.9434,,partial,0.9434,False,False,False,False,,False,,False,,False,,False,49,60,49,109,,
1122,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_008.pdf,5,received_records/received_batch_010.pdf,6,native,native,32,38,tesseract_weak,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9491,,unlabeled,0.9491,False,False,False,False,,False,,False,,False,,False,32,38,32,70,,
1123,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_008.pdf,5,ere_records/ere_record_028.pdf,8,native,native,32,38,tesseract_weak,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9483,,unlabeled,0.9483,False,False,False,False,,False,,False,,False,,False,32,38,32,70,,
1124,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_008.pdf,5,ere_records/ere_record_018.pdf,7,native,ocr,32,36,tesseract_weak,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.9405,,unlabeled,0.9405,False,False,False,False,,False,,False,,False,,False,32,36,32,68,,
1125,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_009.pdf,5,received_records/received_batch_017.pdf,5,ocr,native,32,32,tesseract_usable,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9416,,unlabeled,0.9416,False,False,False,False,,False,,False,,False,,False,32,32,32,64,,
1126,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_009.pdf,6,received_records/received_batch_032.pdf,7,ocr,native,34,34,tesseract_usable,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9510,,unlabeled,0.951,False,False,False,False,,False,,False,,False,,False,34,34,34,68,,
1127,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_009.pdf,6,ere_records/ere_record_010.pdf,4,ocr,native,34,34,tesseract_usable,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9450,,unlabeled,0.945,False,False,False,False,,False,,False,,False,,False,34,34,34,68,,
1128,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_009.pdf,6,received_records/received_batch_019.pdf,7,ocr,native,34,34,tesseract_usable,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9437,,unlabeled,0.9437,False,False,False,False,,False,,False,,False,,False,34,34,34,68,,
1129,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_009.pdf,7,ere_records/ere_record_028.pdf,5,native,native,45,45,native_only,native_only,False,False,False,False,False,False,False,False,embedding_similarity=0.9429,,unlabeled,0.9429,False,False,False,False,,False,,False,,False,,False,45,45,45,90,,
1130,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_011.pdf,5,received_records/received_batch_020.pdf,5,ocr,native,44,41,tesseract_usable,native_only,True,False,True,False,False,False,False,False,embedding_similarity=0.9475,,unlabeled,0.9475,False,False,False,False,,False,,False,,False,,False,44,41,41,85,,
1131,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_012.pdf,5,ere_records/ere_record_028.pdf,8,native,native,32,38,tesseract_weak,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9630,,unlabeled,0.963,False,False,False,False,,False,,False,,False,,False,32,38,32,70,,
1132,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_012.pdf,5,received_records/received_batch_010.pdf,6,native,native,32,38,tesseract_weak,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9511,,unlabeled,0.9511,False,False,False,False,,False,,False,,False,,False,32,38,32,70,,
1133,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_012.pdf,6,ere_records/ere_record_028.pdf,8,native,native,34,38,tesseract_weak,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9615,,unlabeled,0.9615,False,False,False,False,,False,,False,,False,,False,34,38,34,72,,
1134,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_012.pdf,6,received_records/received_batch_010.pdf,6,native,native,34,38,tesseract_weak,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9494,,unlabeled,0.9494,False,False,False,False,,False,,False,,False,,False,34,38,34,72,,
1135,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_012.pdf,6,received_records/received_batch_029.pdf,6,native,ocr,34,36,tesseract_weak,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.9459,,unlabeled,0.9459,False,False,False,False,,False,,False,,False,,False,34,36,34,70,,
1136,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_012.pdf,7,received_records/received_batch_010.pdf,6,native,native,32,38,tesseract_weak,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9560,,unlabeled,0.956,False,False,False,False,,False,,False,,False,,False,32,38,32,70,,
1137,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_012.pdf,7,ere_records/ere_record_028.pdf,8,native,native,32,38,tesseract_weak,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9553,,unlabeled,0.9553,False,False,False,False,,False,,False,,False,,False,32,38,32,70,,
1138,duplicate,likely_duplicate|embedding|semantic_required,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_013.pdf,1,received_records/received_batch_020.pdf,2,ocr,native,35,35,tesseract_usable,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9471,,tp,0.9471,False,False,False,False,,False,,False,,False,,False,35,35,35,70,,
1139,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_017.pdf,4,received_records/received_batch_028.pdf,6,ocr,ocr,33,34,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.9513,,unlabeled,0.9513,False,False,False,False,,False,,False,,False,,False,33,34,33,67,,
1140,partial_overlap,partial_overlap|llm_adjudication|partial_overlap,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_018.pdf,6,received_records/received_batch_021.pdf,6,ocr,native,35,34,tesseract_usable,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9677,,partial,0.9677,False,False,False,False,,False,,False,,False,,False,35,34,34,69,,
1141,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_018.pdf,6,received_records/received_batch_021.pdf,3,ocr,native,35,35,tesseract_usable,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9620,,unlabeled,0.962,False,False,False,False,,False,,False,,False,,False,35,35,35,70,,
1142,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_018.pdf,6,received_records/received_batch_005.pdf,4,ocr,native,35,35,tesseract_usable,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9569,,unlabeled,0.9569,False,False,False,False,,False,,False,,False,,False,35,35,35,70,,
1143,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_018.pdf,7,ere_records/ere_record_026.pdf,7,ocr,native,36,32,tesseract_usable,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9638,,unlabeled,0.9638,False,False,False,False,,False,,False,,False,,False,36,32,32,68,,
1144,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_018.pdf,7,ere_records/ere_record_023.pdf,6,ocr,native,36,32,tesseract_usable,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9538,,unlabeled,0.9538,False,False,False,False,,False,,False,,False,,False,36,32,32,68,,
1145,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_018.pdf,7,ere_records/ere_record_010.pdf,5,ocr,native,36,32,tesseract_usable,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9517,,unlabeled,0.9517,False,False,False,False,,False,,False,,False,,False,36,32,32,68,,
1146,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_018.pdf,7,received_records/received_batch_029.pdf,6,ocr,ocr,36,36,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.9510,,unlabeled,0.951,False,False,False,False,,False,,False,,False,,False,36,36,36,72,,
1147,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_023.pdf,4,received_records/received_batch_010.pdf,6,native,native,32,38,tesseract_weak,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9504,,unlabeled,0.9504,False,False,False,False,,False,,False,,False,,False,32,38,32,70,,
1148,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_023.pdf,4,received_records/received_batch_002.pdf,4,native,ocr,32,34,tesseract_weak,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.9431,,unlabeled,0.9431,False,False,False,False,,False,,False,,False,,False,32,34,32,66,,
1149,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_023.pdf,4,ere_records/ere_record_023.pdf,5,native,ocr,32,38,tesseract_weak,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.9416,,unlabeled,0.9416,False,False,False,False,,False,,False,,False,,True,32,38,32,70,,
1150,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_023.pdf,4,ere_records/ere_record_025.pdf,5,native,ocr,32,34,tesseract_weak,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.9402,,unlabeled,0.9402,False,False,False,False,,False,,False,,False,,False,32,34,32,66,,
1151,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_023.pdf,6,received_records/received_batch_010.pdf,6,native,native,32,38,tesseract_weak,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9591,,unlabeled,0.9591,False,False,False,False,,False,,False,,False,,False,32,38,32,70,,
1152,partial_overlap,partial_overlap|llm_adjudication|partial_overlap,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_025.pdf,4,received_records/received_batch_002.pdf,3,ocr,ocr,50,58,openai_ocr_fallback,openai_ocr_fallback,True,True,False,False,True,True,False,False,embedding_similarity=0.9584,,partial,0.9584,False,False,False,False,,False,,False,,False,,False,50,58,50,108,,
1153,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_025.pdf,6,received_records/received_batch_010.pdf,6,native,native,34,38,tesseract_weak,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9606,,unlabeled,0.9606,False,False,False,False,,False,,False,,False,,False,34,38,34,72,,
1154,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_025.pdf,6,received_records/received_batch_014.pdf,4,native,ocr,34,36,tesseract_weak,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.9494,,unlabeled,0.9494,False,False,False,False,,False,,False,,False,,False,34,36,34,70,,
1155,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_025.pdf,6,received_records/received_batch_002.pdf,2,native,ocr,34,37,tesseract_weak,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.9461,,unlabeled,0.9461,False,False,False,False,,False,,False,,False,,False,34,37,34,71,,
1156,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_025.pdf,6,ere_records/ere_record_026.pdf,6,native,ocr,34,36,tesseract_weak,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.9439,,unlabeled,0.9439,False,False,False,False,,False,,False,,False,,False,34,36,34,70,,
1157,partial_overlap,partial_overlap|llm_adjudication|partial_overlap,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_026.pdf,4,received_records/received_batch_032.pdf,5,ocr,ocr,54,47,openai_ocr_fallback,openai_ocr_fallback,True,True,False,False,True,True,False,False,embedding_similarity=0.9617,,partial,0.9617,False,False,False,False,,False,,False,,False,,False,54,47,47,101,,
1158,partial_overlap,partial_overlap|llm_adjudication|partial_overlap,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_026.pdf,6,received_records/received_batch_032.pdf,7,ocr,native,36,34,tesseract_usable,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9547,,partial,0.9547,False,False,False,False,,False,,False,,False,,False,36,34,34,70,,
1159,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_026.pdf,6,ere_records/ere_record_010.pdf,4,ocr,native,36,34,tesseract_usable,tesseract_weak,True,True,True,True,False,False,False,False,embedding_similarity=0.9442,,unlabeled,0.9442,False,False,False,False,,False,,False,,False,,False,36,34,34,70,,
1160,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,ere_records/ere_record_027.pdf,5,received_records/received_batch_014.pdf,4,native,ocr,32,36,tesseract_weak,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.9478,,unlabeled,0.9478,False,False,False,False,,False,,False,,False,,False,32,36,32,68,,
1161,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,received_records/received_batch_024.pdf,2,received_records/received_batch_024.pdf,4,native,ocr,35,35,tesseract_weak,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.9509,,unlabeled,0.9509,False,False,False,False,,False,,False,,False,,True,35,35,35,70,,
