rank,truth_label,truth_kind,match_type,candidate_stage,candidate_category,review_bucket,visibility,confidence,a_document,a_page,b_document,b_page,a_text_source,b_text_source,a_best_word_count,b_best_word_count,a_ocr_route,b_ocr_route,a_tesseract_attempted,b_tesseract_attempted,a_tesseract_usable,b_tesseract_usable,a_openai_ocr_selected,b_openai_ocr_selected,a_low_information,b_low_information,signals,deterministic_passes,diag_group,diag_emb_score,diag_has_supporting_evidence,diag_has_det_pass_matched,diag_has_non_embedding_signal,diag_has_key_token_signal,diag_key_token_score,diag_has_rare_token_signal,diag_rare_token_score,diag_has_perceptual_support,diag_perceptual_score,diag_has_sequence_signal,diag_sequence_score,diag_same_document,diag_a_best_word_count,diag_b_best_word_count,diag_min_word_count,diag_combined_word_count,diag_matched_passes,diag_non_embedding_signal_names
1718,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/evidence_bundle_partial_0009_full.pdf,2,source_A_client_upload/evidence_bundle_partial_0009_full.pdf,3,ocr,ocr,37,80,tesseract_usable,openai_ocr_fallback,True,True,True,False,False,True,False,False,embedding_similarity=0.9443,,unlabeled,0.9443,False,False,False,False,,False,,False,,False,,True,37,80,37,117,,
1719,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/evidence_bundle_partial_0009_full.pdf,3,source_A_client_upload/evidence_bundle_partial_0009_full.pdf,5,ocr,ocr,80,66,openai_ocr_fallback,openai_ocr_fallback,True,True,False,False,True,True,False,False,embedding_similarity=0.9667,,unlabeled,0.9667,False,False,False,False,,False,,False,,False,,True,80,66,66,146,,
1720,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/evidence_bundle_partial_0009_full.pdf,3,source_A_client_upload/evidence_bundle_partial_0009_full.pdf,4,ocr,ocr,80,73,openai_ocr_fallback,openai_ocr_fallback,True,True,False,False,True,True,False,False,embedding_similarity=0.9664,,unlabeled,0.9664,False,False,False,False,,False,,False,,False,,True,80,73,73,153,,
1721,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/evidence_bundle_partial_0009_full.pdf,3,source_A_client_upload/evidence_bundle_partial_0009_full.pdf,6,ocr,ocr,80,32,openai_ocr_fallback,tesseract_usable,True,True,False,True,True,False,False,False,embedding_similarity=0.9453,,unlabeled,0.9453,False,False,False,False,,False,,False,,False,,True,80,32,32,112,,
1722,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/evidence_bundle_partial_0009_full.pdf,3,source_F_fax_batch/evidence_bundle_partial_0012_excerpt.pdf,2,ocr,ocr,80,88,openai_ocr_fallback,openai_ocr_fallback,True,True,False,False,True,True,False,False,embedding_similarity=0.9417,,unlabeled,0.9417,False,False,False,False,,False,,False,,False,,False,80,88,80,168,,
1723,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/evidence_bundle_partial_0009_full.pdf,4,source_A_client_upload/evidence_bundle_partial_0009_full.pdf,5,ocr,ocr,73,66,openai_ocr_fallback,openai_ocr_fallback,True,True,False,False,True,True,False,False,embedding_similarity=0.9638,,unlabeled,0.9638,False,False,False,False,,False,,False,,False,,True,73,66,66,139,,
1724,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/evidence_bundle_partial_0009_full.pdf,4,source_A_client_upload/evidence_bundle_partial_0009_full.pdf,6,ocr,ocr,73,32,openai_ocr_fallback,tesseract_usable,True,True,False,True,True,False,False,False,embedding_similarity=0.9450,,unlabeled,0.945,False,False,False,False,,False,,False,,False,,True,73,32,32,105,,
1725,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/evidence_bundle_partial_0009_full.pdf,5,source_A_client_upload/evidence_bundle_partial_0009_full.pdf,6,ocr,ocr,66,32,openai_ocr_fallback,tesseract_usable,True,True,False,True,True,False,False,False,embedding_similarity=0.9414,,unlabeled,0.9414,False,False,False,False,,False,,False,,False,,True,66,32,32,98,,
1726,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/evidence_bundle_partial_0009_full.pdf,6,source_C_scanned_mail/evidence_bundle_partial_0006_full.pdf,6,ocr,ocr,32,32,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.9708,,unlabeled,0.9708,False,False,False,False,,False,,False,,False,,False,32,32,32,64,,
1727,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/evidence_bundle_partial_0009_full.pdf,6,source_F_fax_batch/evidence_bundle_partial_0015_full.pdf,5,ocr,ocr,32,33,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.9551,,unlabeled,0.9551,False,False,False,False,,False,,False,,False,,False,32,33,32,65,,
1728,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/evidence_bundle_partial_0009_full.pdf,6,source_C_scanned_mail/evidence_bundle_partial_0006_full.pdf,3,ocr,ocr,32,38,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.9529,,unlabeled,0.9529,False,False,False,False,,False,,False,,False,,False,32,38,32,70,,
1729,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/evidence_bundle_partial_0009_full.pdf,6,source_C_scanned_mail/evidence_bundle_partial_0006_full.pdf,2,ocr,ocr,32,37,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.9498,,unlabeled,0.9498,False,False,False,False,,False,,False,,False,,False,32,37,32,69,,
1730,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/evidence_bundle_partial_0009_full.pdf,6,source_F_fax_batch/evidence_bundle_partial_0012_excerpt.pdf,1,ocr,ocr,32,38,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.9425,,unlabeled,0.9425,False,False,False,False,,False,,False,,False,,False,32,38,32,70,,
1731,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/evidence_bundle_partial_0014_excerpt.pdf,1,source_F_fax_batch/evidence_bundle_partial_0015_full.pdf,2,ocr,ocr,76,78,openai_ocr_fallback,openai_ocr_fallback,True,True,False,False,True,True,False,False,embedding_similarity=0.9461,,unlabeled,0.9461,False,False,False,False,,False,,False,,False,,False,76,78,76,154,,
1732,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/intake_batch_001.pdf,1,source_A_client_upload/intake_batch_001.pdf,7,native,native,51,51,native_only,native_only,False,False,False,False,False,False,False,False,embedding_similarity=0.9697,,unlabeled,0.9697,False,False,False,False,,False,,False,,False,,True,51,51,51,102,,
1733,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/intake_batch_001.pdf,1,source_D_legacy_export/intake_batch_001.pdf,6,native,native,51,51,native_only,native_only,False,False,False,False,False,False,False,False,embedding_similarity=0.9687,,unlabeled,0.9687,False,False,False,False,,False,,False,,False,,False,51,51,51,102,,
1734,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/intake_batch_001.pdf,2,source_A_client_upload/intake_batch_001.pdf,7,native,native,51,51,native_only,native_only,False,False,False,False,False,False,False,False,embedding_similarity=0.9698,,unlabeled,0.9698,False,False,False,False,,False,,False,,False,,True,51,51,51,102,,
1735,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/intake_batch_001.pdf,2,source_D_legacy_export/intake_batch_001.pdf,6,native,native,51,51,native_only,native_only,False,False,False,False,False,False,False,False,embedding_similarity=0.9688,,unlabeled,0.9688,False,False,False,False,,False,,False,,False,,False,51,51,51,102,,
1736,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/intake_batch_001.pdf,3,source_A_client_upload/intake_batch_001.pdf,4,native,native,47,48,native_only,native_only,False,False,False,False,False,False,False,False,embedding_similarity=0.9461,,unlabeled,0.9461,False,False,False,False,,False,,False,,False,,True,47,48,47,95,,
1737,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/intake_batch_001.pdf,11,source_B_email_attachment/intake_batch_001.pdf,3,native,native,51,51,native_only,native_only,False,False,False,False,False,False,False,False,embedding_similarity=0.9427,,unlabeled,0.9427,False,False,False,False,,False,,False,,False,,False,51,51,51,102,,
1738,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/intake_batch_001.pdf,11,source_D_legacy_export/intake_batch_001.pdf,7,native,native,51,51,native_only,native_only,False,False,False,False,False,False,False,False,embedding_similarity=0.9423,,unlabeled,0.9423,False,False,False,False,,False,,False,,False,,False,51,51,51,102,,
1739,duplicate,visual_duplicate,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/intake_batch_002.pdf,3,source_A_client_upload/intake_batch_002.pdf,4,ocr,ocr,37,73,tesseract_usable,openai_ocr_fallback,True,True,True,False,False,True,False,False,embedding_similarity=0.9622,,tp,0.9622,False,False,False,False,,False,,False,,False,,True,37,73,37,110,,
1740,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/intake_batch_002.pdf,3,source_E_manual_rescan/intake_batch_004.pdf,6,ocr,ocr,37,38,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.9471,,unlabeled,0.9471,False,False,False,False,,False,,False,,False,,False,37,38,37,75,,
1741,duplicate,visual_duplicate,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/intake_batch_002.pdf,5,source_A_client_upload/intake_batch_002.pdf,6,ocr,ocr,70,63,openai_ocr_fallback,openai_ocr_fallback,True,True,False,False,True,True,False,False,embedding_similarity=0.9448,,tp,0.9448,False,False,False,False,,False,,False,,False,,True,70,63,63,133,,
1742,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/intake_batch_002.pdf,10,source_C_scanned_mail/intake_batch_006.pdf,1,ocr,ocr,43,42,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.9614,,unlabeled,0.9614,False,False,False,False,,False,,False,,False,,False,43,42,42,85,,
1743,duplicate,semantic_duplicate,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/intake_batch_002.pdf,14,source_A_client_upload/intake_batch_002.pdf,15,ocr,ocr,35,32,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.9544,,tp,0.9544,False,False,False,False,,False,,False,,False,,True,35,32,32,67,,
1744,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/intake_batch_003.pdf,2,source_C_scanned_mail/intake_batch_003.pdf,4,ocr,ocr,35,35,tesseract_usable,tesseract_usable,True,True,True,True,False,False,False,False,embedding_similarity=0.9424,,unlabeled,0.9424,False,False,False,False,,False,,False,,False,,False,35,35,35,70,,
1745,duplicate,same_document_different_version,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/intake_batch_003.pdf,9,source_E_manual_rescan/intake_batch_003.pdf,1,ocr,native,51,51,tesseract_usable,native_only,True,False,True,False,False,False,False,False,embedding_similarity=0.9542,,tp,0.9542,False,False,False,False,,False,,False,,False,,False,51,51,51,102,,
1746,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/intake_batch_003.pdf,10,source_E_manual_rescan/intake_batch_003.pdf,1,native,native,51,51,native_only,native_only,False,False,False,False,False,False,False,False,embedding_similarity=0.9690,,unlabeled,0.969,False,False,False,False,,False,,False,,False,,False,51,51,51,102,,
1747,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/intake_batch_003.pdf,10,source_F_fax_batch/intake_batch_001.pdf,13,native,native,51,51,native_only,native_only,False,False,False,False,False,False,False,False,embedding_similarity=0.9473,,unlabeled,0.9473,False,False,False,False,,False,,False,,False,,False,51,51,51,102,,
1748,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/intake_batch_003.pdf,10,source_C_scanned_mail/intake_batch_001.pdf,4,native,native,51,51,native_only,native_only,False,False,False,False,False,False,False,False,embedding_similarity=0.9464,,unlabeled,0.9464,False,False,False,False,,False,,False,,False,,False,51,51,51,102,,
1749,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/intake_batch_003.pdf,10,source_C_scanned_mail/intake_batch_001.pdf,5,native,native,51,51,native_only,native_only,False,False,False,False,False,False,False,False,embedding_similarity=0.9463,,unlabeled,0.9463,False,False,False,False,,False,,False,,False,,False,51,51,51,102,,
1750,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/intake_batch_003.pdf,10,source_E_manual_rescan/intake_batch_001.pdf,6,native,native,51,51,native_only,native_only,False,False,False,False,False,False,False,False,embedding_similarity=0.9457,,unlabeled,0.9457,False,False,False,False,,False,,False,,False,,False,51,51,51,102,,
1751,unlabeled,unlabeled,embedding_similarity_candidate,vector_recall,semantic_recall,possible_duplicate,secondary_review,0.94,source_A_client_upload/intake_batch_003.pdf,14,source_E_manual_rescan/intake_batch_003.pdf,3,ocr,ocr,65,62,openai_ocr_fallback,openai_ocr_fallback,True,True,False,False,True,True,False,False,embedding_similarity=0.9401,,unlabeled,0.9401,False,False,False,False,,False,,False,,False,,False,65,62,62,127,,
