truth_label,match_type,candidate_category,candidate_stage,confidence,a_document,a_page,b_document,b_page,a_text_source,b_text_source,review_bucket,visibility,a_openai_ocr_selected,b_openai_ocr_selected,a_tesseract_usable,b_tesseract_usable,sim_group,sim_precision_score,sim_base_confidence,sim_ocr_penalty_total,sim_tesseract_bonus_total,sim_same_document_bonus,sim_a_ocr,sim_b_ocr,sim_a_tess,sim_b_tess,sim_same_doc,sim_decision
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_003.pdf,5,ere_records/ere_record_018.pdf,7,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_003.pdf,5,ere_records/ere_record_018.pdf,6,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_003.pdf,5,received_records/received_batch_014.pdf,4,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_003.pdf,5,ere_records/ere_record_009.pdf,6,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_003.pdf,5,ere_records/ere_record_026.pdf,6,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_003.pdf,5,received_records/received_batch_002.pdf,4,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_003.pdf,6,ere_records/ere_record_028.pdf,8,native,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_003.pdf,6,received_records/received_batch_010.pdf,6,native,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_003.pdf,6,ere_records/ere_record_018.pdf,7,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_004.pdf,1,received_records/received_batch_013.pdf,1,native,native,possible_duplicate,secondary_review,False,False,False,False,unlabeled,0.94,0.94,0.0,0.0,0.0,False,False,False,False,False,keep
duplicate,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_005.pdf,4,received_records/received_batch_001.pdf,3,ocr,native,possible_duplicate,secondary_review,False,False,True,True,tp,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_007.pdf,4,received_records/received_batch_005.pdf,4,ocr,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_007.pdf,4,ere_records/ere_record_010.pdf,4,ocr,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_007.pdf,4,ere_records/ere_record_007.pdf,7,ocr,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,1.0,0.94,0.0,0.04,0.03,False,False,True,True,True,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_007.pdf,4,ere_records/ere_record_010.pdf,5,ocr,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
partial_overlap,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_008.pdf,4,received_records/received_batch_028.pdf,3,ocr,ocr,possible_duplicate,secondary_review,True,True,False,False,partial,0.84,0.94,0.1,0.0,0.0,True,True,False,False,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_008.pdf,5,received_records/received_batch_010.pdf,6,native,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_008.pdf,5,ere_records/ere_record_028.pdf,8,native,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_008.pdf,5,ere_records/ere_record_018.pdf,7,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_009.pdf,5,received_records/received_batch_017.pdf,5,ocr,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_009.pdf,6,received_records/received_batch_032.pdf,7,ocr,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_009.pdf,6,ere_records/ere_record_010.pdf,4,ocr,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_009.pdf,6,received_records/received_batch_019.pdf,7,ocr,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_009.pdf,7,ere_records/ere_record_028.pdf,5,native,native,possible_duplicate,secondary_review,False,False,False,False,unlabeled,0.94,0.94,0.0,0.0,0.0,False,False,False,False,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_011.pdf,5,received_records/received_batch_020.pdf,5,ocr,native,possible_duplicate,secondary_review,False,False,True,False,unlabeled,0.96,0.94,0.0,0.02,0.0,False,False,True,False,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_012.pdf,5,ere_records/ere_record_028.pdf,8,native,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_012.pdf,5,received_records/received_batch_010.pdf,6,native,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_012.pdf,6,ere_records/ere_record_028.pdf,8,native,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_012.pdf,6,received_records/received_batch_010.pdf,6,native,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_012.pdf,6,received_records/received_batch_029.pdf,6,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_012.pdf,7,received_records/received_batch_010.pdf,6,native,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_012.pdf,7,ere_records/ere_record_028.pdf,8,native,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
duplicate,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_013.pdf,1,received_records/received_batch_020.pdf,2,ocr,native,possible_duplicate,secondary_review,False,False,True,True,tp,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_017.pdf,4,received_records/received_batch_028.pdf,6,ocr,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
partial_overlap,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_018.pdf,6,received_records/received_batch_021.pdf,6,ocr,native,possible_duplicate,secondary_review,False,False,True,True,partial,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_018.pdf,6,received_records/received_batch_021.pdf,3,ocr,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_018.pdf,6,received_records/received_batch_005.pdf,4,ocr,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_018.pdf,7,ere_records/ere_record_026.pdf,7,ocr,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_018.pdf,7,ere_records/ere_record_023.pdf,6,ocr,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_018.pdf,7,ere_records/ere_record_010.pdf,5,ocr,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_018.pdf,7,received_records/received_batch_029.pdf,6,ocr,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_023.pdf,4,received_records/received_batch_010.pdf,6,native,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_023.pdf,4,received_records/received_batch_002.pdf,4,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_023.pdf,4,ere_records/ere_record_023.pdf,5,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,1.0,0.94,0.0,0.04,0.03,False,False,True,True,True,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_023.pdf,4,ere_records/ere_record_025.pdf,5,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_023.pdf,6,received_records/received_batch_010.pdf,6,native,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
partial_overlap,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_025.pdf,4,received_records/received_batch_002.pdf,3,ocr,ocr,possible_duplicate,secondary_review,True,True,False,False,partial,0.84,0.94,0.1,0.0,0.0,True,True,False,False,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_025.pdf,6,received_records/received_batch_010.pdf,6,native,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_025.pdf,6,received_records/received_batch_014.pdf,4,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_025.pdf,6,received_records/received_batch_002.pdf,2,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_025.pdf,6,ere_records/ere_record_026.pdf,6,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
partial_overlap,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_026.pdf,4,received_records/received_batch_032.pdf,5,ocr,ocr,possible_duplicate,secondary_review,True,True,False,False,partial,0.84,0.94,0.1,0.0,0.0,True,True,False,False,False,keep
partial_overlap,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_026.pdf,6,received_records/received_batch_032.pdf,7,ocr,native,possible_duplicate,secondary_review,False,False,True,True,partial,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_026.pdf,6,ere_records/ere_record_010.pdf,4,ocr,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,ere_records/ere_record_027.pdf,5,received_records/received_batch_014.pdf,4,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.98,0.94,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,received_records/received_batch_024.pdf,2,received_records/received_batch_024.pdf,4,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,1.0,0.94,0.0,0.04,0.03,False,False,True,True,True,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.94,received_records/received_batch_024.pdf,4,received_records/received_batch_024.pdf,7,ocr,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,1.0,0.94,0.0,0.04,0.03,False,False,True,True,True,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.9397,ere_records/ere_record_008.pdf,5,received_records/received_batch_002.pdf,4,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.9797,0.9397,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.9397,received_records/received_batch_024.pdf,3,received_records/received_batch_024.pdf,4,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,1.0,0.9397,0.0,0.04,0.03,False,False,True,True,True,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.9395,ere_records/ere_record_008.pdf,5,ere_records/ere_record_009.pdf,5,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.9795,0.9395,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.9395,ere_records/ere_record_017.pdf,4,received_records/received_batch_014.pdf,2,ocr,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.9795,0.9395,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.939,ere_records/ere_record_023.pdf,6,received_records/received_batch_002.pdf,2,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.979,0.939,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.9389,ere_records/ere_record_023.pdf,6,ere_records/ere_record_025.pdf,5,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.9789,0.9389,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.9388,ere_records/ere_record_001.pdf,2,received_records/received_batch_022.pdf,2,native,native,possible_duplicate,secondary_review,False,False,False,False,unlabeled,0.9388,0.9388,0.0,0.0,0.0,False,False,False,False,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.9387,ere_records/ere_record_003.pdf,6,ere_records/ere_record_007.pdf,4,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.9787,0.9387,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.9387,ere_records/ere_record_008.pdf,5,ere_records/ere_record_025.pdf,5,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.9787,0.9387,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.9387,ere_records/ere_record_026.pdf,6,received_records/received_batch_019.pdf,7,ocr,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.9787,0.9387,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.9385,ere_records/ere_record_017.pdf,4,ere_records/ere_record_018.pdf,7,ocr,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.9785,0.9385,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.9382,ere_records/ere_record_007.pdf,5,ere_records/ere_record_007.pdf,6,ocr,ocr,possible_duplicate,secondary_review,True,True,False,False,unlabeled,0.8682,0.9382,0.1,0.0,0.03,True,True,False,False,True,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.9381,ere_records/ere_record_009.pdf,4,received_records/received_batch_005.pdf,5,ocr,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.9781,0.9381,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.938,ere_records/ere_record_012.pdf,7,received_records/received_batch_029.pdf,6,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.978,0.938,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.9379,ere_records/ere_record_023.pdf,6,received_records/received_batch_014.pdf,2,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.9779,0.9379,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.9377,ere_records/ere_record_003.pdf,3,ere_records/ere_record_009.pdf,4,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.9777,0.9377,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.9375,ere_records/ere_record_003.pdf,3,ere_records/ere_record_018.pdf,7,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.9775,0.9375,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.9375,ere_records/ere_record_003.pdf,6,received_records/received_batch_002.pdf,4,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.9775,0.9375,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.9372,ere_records/ere_record_003.pdf,3,received_records/received_batch_002.pdf,4,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.9772,0.9372,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.9372,ere_records/ere_record_003.pdf,6,ere_records/ere_record_018.pdf,6,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.9772,0.9372,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.9372,ere_records/ere_record_008.pdf,5,received_records/received_batch_024.pdf,4,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.9772,0.9372,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.9368,ere_records/ere_record_017.pdf,6,received_records/received_batch_016.pdf,6,ocr,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.9768,0.9368,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.9367,ere_records/ere_record_023.pdf,6,received_records/received_batch_014.pdf,4,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.9767,0.9367,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.9365,ere_records/ere_record_003.pdf,5,ere_records/ere_record_007.pdf,4,native,ocr,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.9765,0.9365,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.9364,ere_records/ere_record_009.pdf,5,received_records/received_batch_032.pdf,7,ocr,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.9764,0.9364,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.9363,ere_records/ere_record_023.pdf,5,received_records/received_batch_032.pdf,7,ocr,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.9763,0.9363,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.9359,ere_records/ere_record_007.pdf,4,received_records/received_batch_019.pdf,7,ocr,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.9759,0.9359,0.0,0.04,0.0,False,False,True,True,False,keep
unlabeled,embedding_similarity_candidate,semantic_recall,vector_recall,0.9356,ere_records/ere_record_009.pdf,5,received_records/received_batch_005.pdf,4,ocr,native,possible_duplicate,secondary_review,False,False,True,True,unlabeled,0.9756,0.9356,0.0,0.04,0.0,False,False,True,True,False,keep
